lineage,scorpio_call,Date
BA.2.3.1,Omicron (BA.2-like),2022-03-30
BA.1.1.2,Omicron (BA.1-like),2022-03-30
BA.2.3.1,Omicron (BA.2-like),2022-03-30
BA.1.1.2,Omicron (BA.1-like),2022-03-30
BA.2.3.1,Omicron (BA.2-like),2022-03-30
BA.1.1.2,Omicron (BA.1-like),2022-03-30
BA.1.1,Omicron (BA.1-like),2022-03-30
BA.2.3.1,Omicron (BA.2-like),2022-03-30
BA.2.3.13,Omicron (BA.2-like),2022-03-30
BA.1.1.2,Omicron (BA.1-like),2022-03-30
BC.1,Omicron (BA.1-like),2022-03-30
BA.1.1,Omicron (BA.1-like),2022-03-30
BA.2.3.1,Omicron (BA.2-like),2022-03-31
BA.1.1.2,Omicron (BA.1-like),2022-03-31
BA.1.1.2,Omicron (BA.1-like),2022-03-31
BA.2.3.1,Omicron (BA.2-like),2022-03-31
BA.1.1.2,Omicron (BA.1-like),2022-03-31
BA.2.3.1,Omicron (BA.2-like),2022-03-31
BA.1.1.2,Omicron (BA.1-like),2022-03-31
BA.2.3.13,Omicron (BA.2-like),2022-04-01
BA.2.3,Omicron (BA.2-like),2022-04-01
BA.2.3.1,Omicron (BA.2-like),2022-04-02
BA.2.3.1,Omicron (BA.2-like),2022-04-02
BA.1.1.2,Omicron (BA.1-like),2022-04-02
BA.1.1.2,Omicron (BA.1-like),2022-04-02
BA.2.3.18,Omicron (BA.2-like),2022-04-02
BA.2.3.1,Omicron (BA.2-like),2022-04-02
BA.2,Omicron (BA.2-like),2022-04-02
BA.2,Omicron (BA.2-like),2022-04-02
BA.2.10,Omicron (BA.2-like),2022-04-03
BA.2.3.13,Omicron (BA.2-like),2022-04-04
BA.2.24,Omicron (BA.2-like),2022-04-04
BA.2,Omicron (BA.2-like),2022-04-04
BA.2,Omicron (BA.2-like),2022-04-05
BA.2.3,Omicron (BA.2-like),2022-04-05
BA.2.3.1,Omicron (BA.2-like),2022-04-05
BA.2.29,Omicron (BA.2-like),2022-04-05
BA.2.29,Omicron (BA.2-like),2022-04-05
BA.1.1.2,Omicron (BA.1-like),2022-04-05
BA.2,Omicron (BA.2-like),2022-04-05
BA.2,Omicron (BA.2-like),2022-04-05
BC.1,Omicron (BA.1-like),2022-04-05
BA.2,Omicron (BA.2-like),2022-04-06
BA.2.29,Omicron (BA.2-like),2022-04-06
BA.2,Omicron (BA.2-like),2022-04-06
BA.2.3.13,Omicron (BA.2-like),2022-04-06
BA.1.1.2,Omicron (BA.1-like),2022-04-06
BA.1.1,Omicron (BA.1-like),2022-04-07
BA.1.1.2,Omicron (BA.1-like),2022-04-07
BC.1,Omicron (BA.1-like),2022-04-08
BA.2,Omicron (BA.2-like),2022-04-08
BA.2.3,Omicron (BA.2-like),2022-04-08
BA.2.3.11,Omicron (BA.2-like),2022-04-08
BA.2.3.13,Omicron (BA.2-like),2022-04-09
BA.2,Omicron (BA.2-like),2022-04-09
BA.2.3.1,Omicron (BA.2-like),2022-04-09
BA.2.29,Omicron (BA.2-like),2022-04-09
BA.2.3.13,Omicron (BA.2-like),2022-04-09
BA.2.10,Omicron (BA.2-like),2022-04-10
BC.1,Omicron (BA.1-like),2022-04-10
BA.2.56.1,Omicron (BA.2-like),2022-04-10
BA.2.3.1,Omicron (BA.2-like),2022-04-10
BA.2.29,Omicron (BA.2-like),2022-04-10
BA.1.1.2,Omicron (BA.1-like),2022-04-10
BA.2.3.1,Omicron (BA.2-like),2022-04-11
BC.1,Omicron (BA.1-like),2022-04-11
BA.1.1.2,Omicron (BA.1-like),2022-04-11
BA.2.3.1,Omicron (BA.2-like),2022-04-12
BA.2.3.1,Omicron (BA.2-like),2022-04-12
BA.2,Omicron (BA.2-like),2022-04-12
BA.2,Omicron (BA.2-like),2022-04-12
BA.2,Omicron (BA.2-like),2022-04-12
BA.2,Omicron (BA.2-like),2022-04-12
BA.2,Omicron (BA.2-like),2022-04-12
BA.1.1.2,Omicron (BA.1-like),2022-04-12
BA.1.1.2,Omicron (BA.1-like),2022-04-12
BA.1.1,Omicron (BA.1-like),2022-04-12
BA.2,Omicron (BA.2-like),2022-04-12
BA.2.29,Omicron (BA.2-like),2022-04-12
BC.1,Omicron (BA.1-like),2022-04-13
BA.2.24,Omicron (BA.2-like),2022-04-13
BA.2.3.13,Omicron (BA.2-like),2022-04-13
BA.2,Omicron (BA.2-like),2022-04-13
BA.2.3.13,Omicron (BA.2-like),2022-04-13
BA.2.3,Omicron (BA.2-like),2022-04-13
BA.2.3.1,Omicron (BA.2-like),2022-04-13
BA.2,Omicron (BA.2-like),2022-04-14
BA.2,Omicron (BA.2-like),2022-04-14
BA.2.3,Omicron (BA.2-like),2022-04-14
BA.2.3,Omicron (BA.2-like),2022-04-14
BA.2.3,Omicron (BA.2-like),2022-04-14
BA.2,Omicron (BA.2-like),2022-04-14
BA.2.3,Omicron (BA.2-like),2022-04-14
BA.2.3,Omicron (BA.2-like),2022-04-14
BA.2.3.13,Omicron (BA.2-like),2022-04-15
BA.2.3,Omicron (BA.2-like),2022-04-15
BA.2.3,Omicron (BA.2-like),2022-04-15
BA.2.3,Omicron (BA.2-like),2022-04-15
BA.2.29,Omicron (BA.2-like),2022-04-15
BA.2.3,Omicron (BA.2-like),2022-04-15
BA.2.3.1,Omicron (BA.2-like),2022-04-15
BA.2.3,Omicron (BA.2-like),2022-04-15
BA.2.24,Omicron (BA.2-like),2022-04-15
BA.2.29,Omicron (BA.2-like),2022-04-15
BA.2.3,Omicron (BA.2-like),2022-04-16
BA.2.29,Omicron (BA.2-like),2022-04-16
BA.1.1.2,Omicron (BA.1-like),2022-04-17
BA.2.3,Omicron (BA.2-like),2022-04-17
BA.2.10,Omicron (BA.2-like),2022-04-17
BA.2.3.1,Omicron (BA.2-like),2022-04-17
BA.2.3.1,Omicron (BA.2-like),2022-04-17
BA.1.1.2,Omicron (BA.1-like),2022-04-17
BA.2.3,Omicron (BA.2-like),2022-04-18
BA.2.24,Omicron (BA.2-like),2022-04-18
BA.2.3.11,Omicron (BA.2-like),2022-04-18
BA.2.29,Omicron (BA.2-like),2022-04-18
BA.2.10,Omicron (BA.2-like),2022-04-18
BA.2.10,Omicron (BA.2-like),2022-04-18
BA.2.24,Omicron (BA.2-like),2022-04-19
BA.2.3,Omicron (BA.2-like),2022-04-19
BA.2.3,Omicron (BA.2-like),2022-04-19
BA.2.3,Omicron (BA.2-like),2022-04-19
BA.2,Omicron (BA.2-like),2022-04-19
BA.2.3.11,Omicron (BA.2-like),2022-04-21
BA.2.29,Omicron (BA.2-like),2022-04-21
BA.2.3.1,Omicron (BA.2-like),2022-04-22
BA.2.3.1,Omicron (BA.2-like),2022-04-22
BA.2.29,Omicron (BA.2-like),2022-04-22
BA.2.3.13,Omicron (BA.2-like),2022-04-22
BA.2,Omicron (BA.2-like),2022-04-22
BA.2.10,Omicron (BA.2-like),2022-04-22
BA.2.3.1,Omicron (BA.2-like),2022-04-24
BA.2.24,Omicron (BA.2-like),2022-04-24
BA.2,Omicron (BA.2-like),2022-04-24
BC.1,Omicron (BA.1-like),2022-04-25
BA.2.3.1,Omicron (BA.2-like),2022-04-25
BA.2.3,Omicron (BA.2-like),2022-04-25
BA.1.1.2,Omicron (BA.1-like),2022-04-26
BA.2.29,Omicron (BA.2-like),2022-04-26
BA.2.3.13,Omicron (BA.2-like),2022-04-26
BA.2.3.1,Omicron (BA.2-like),2022-04-27
BA.2.3.1,Omicron (BA.2-like),2022-04-27
BA.1.1.2,Omicron (BA.1-like),2022-04-27
BA.2.3.13,Omicron (BA.2-like),2022-04-27
BA.2.10,Omicron (BA.2-like),2022-04-27
BA.2,Omicron (BA.2-like),2022-04-27
BA.2.24,Omicron (BA.2-like),2022-04-27
BA.2.24,Omicron (BA.2-like),2022-04-27
BA.2.29,Omicron (BA.2-like),2022-04-28
BA.2.29,Omicron (BA.2-like),2022-04-28
BA.2,Omicron (BA.2-like),2022-04-28
BA.2.3.13,Omicron (BA.2-like),2022-04-29
BA.2,Omicron (BA.2-like),2022-04-29
BA.2.3.1,Omicron (BA.2-like),2022-04-29
BA.2.24,Omicron (BA.2-like),2022-04-29
BA.2,Omicron (BA.2-like),2022-04-29
BA.2.29,Omicron (BA.2-like),2022-04-29
BA.2.3.13,Omicron (BA.2-like),2022-04-29
BA.2.10,Omicron (BA.2-like),2022-04-30
BA.2,Omicron (BA.2-like),2022-04-30
BA.2.3,Omicron (BA.2-like),2022-04-30
BA.2.3,Omicron (BA.2-like),2022-04-30
BA.2,Omicron (BA.2-like),2022-04-30
BA.2.24,Omicron (BA.2-like),2022-05-01
BA.2.3.13,Omicron (BA.2-like),2022-05-01
BA.1.1,Omicron (BA.1-like),2022-05-02
BA.2.3.1,Omicron (BA.2-like),2022-05-02
BA.2.10,Omicron (BA.2-like),2022-05-02
BA.2.24,Omicron (BA.2-like),2022-05-02
BA.2.3.1,Omicron (BA.2-like),2022-05-02
BA.2.3.1,Omicron (BA.2-like),2022-05-02
BA.2.29,Omicron (BA.2-like),2022-05-02
BA.2.3.13,Omicron (BA.2-like),2022-05-03
BA.2.3.13,Omicron (BA.2-like),2022-05-03
BA.2.10.2,Omicron (BA.2-like),2022-05-03
BA.2.3.13,Omicron (BA.2-like),2022-05-03
BA.2.3,Omicron (BA.2-like),2022-05-04
BA.2.10,Omicron (BA.2-like),2022-05-04
BA.2.10,Omicron (BA.2-like),2022-05-05
BA.2.29,Omicron (BA.2-like),2022-05-05
BA.2,Omicron (BA.2-like),2022-05-05
BA.2.29,Omicron (BA.2-like),2022-05-06
BA.2.3.13,Omicron (BA.2-like),2022-05-06
BA.2.24,Omicron (BA.2-like),2022-05-07
BA.2.10,Omicron (BA.2-like),2022-05-07
BA.2.3.1,Omicron (BA.2-like),2022-05-08
BA.2.10,Omicron (BA.2-like),2022-05-08
BA.2.3.13,Omicron (BA.2-like),2022-05-08
BA.2,Omicron (BA.2-like),2022-05-08
XAT,Omicron (BA.2-like),2022-05-08
BA.2.24,Omicron (BA.2-like),2022-05-09
BA.2.3.1,Omicron (BA.2-like),2022-05-09
BA.2.3.1,Omicron (BA.2-like),2022-05-09
BA.2.3.13,Omicron (BA.2-like),2022-05-09
BA.2.24,Omicron (BA.2-like),2022-05-09
BA.2.24,Omicron (BA.2-like),2022-05-10
BA.2.3.13,Omicron (BA.2-like),2022-05-10
BA.2,Omicron (BA.2-like),2022-05-10
BA.2.3.13,Omicron (BA.2-like),2022-05-10
BA.2.24,Omicron (BA.2-like),2022-05-10
BA.2.3.1,Omicron (BA.2-like),2022-05-10
XAT,Omicron (BA.2-like),2022-05-10
XAT,Omicron (BA.2-like),2022-05-10
BA.2.3.13,Omicron (BA.2-like),2022-05-10
BA.2.3.13,Omicron (BA.2-like),2022-05-10
XAT,Omicron (BA.2-like),2022-05-10
BA.2.3.11,Omicron (BA.2-like),2022-05-10
BA.2.3,Omicron (BA.2-like),2022-05-11
XAT,Omicron (BA.2-like),2022-05-11
BA.2.3.13,Omicron (BA.2-like),2022-05-11
BA.2.24,Omicron (BA.2-like),2022-05-12
BA.2.3.13,Omicron (BA.2-like),2022-05-12
BA.2.3.13,Omicron (BA.2-like),2022-05-12
BA.2.24,Omicron (BA.2-like),2022-05-12
BA.2,Omicron (BA.2-like),2022-05-12
BA.1.1.2,Omicron (BA.1-like),2022-05-12
BA.2.29,Omicron (BA.2-like),2022-05-12
BA.2.3.13,Omicron (BA.2-like),2022-05-13
BA.2.24,Omicron (BA.2-like),2022-05-13
BA.2.3.1,Omicron (BA.2-like),2022-05-13
BA.2.29,Omicron (BA.2-like),2022-05-14
BA.2.10.2,Omicron (BA.2-like),2022-05-15
BA.2.3,Omicron (BA.2-like),2022-05-15
BA.2.3.1,Omicron (BA.2-like),2022-05-15
BA.2.3.13,Omicron (BA.2-like),2022-05-15
XAT,Omicron (BA.2-like),2022-05-15
BA.2.3,Omicron (BA.2-like),2022-05-16
BA.2.3.13,Omicron (BA.2-like),2022-05-17
BA.2.3.13,Omicron (BA.2-like),2022-05-17
BA.2.24,Omicron (BA.2-like),2022-05-17
BA.2.3.1,Omicron (BA.2-like),2022-05-17
BA.2.3,Omicron (BA.2-like),2022-05-17
BA.2,Omicron (BA.2-like),2022-05-17
BA.2.3.1,Omicron (BA.2-like),2022-05-17
BA.2.24,Omicron (BA.2-like),2022-05-17
BA.2.3,Omicron (BA.2-like),2022-05-17
BA.2.24,Omicron (BA.2-like),2022-05-17
BA.2.10.2,Omicron (BA.2-like),2022-05-17
BA.2.10,Omicron (BA.2-like),2022-05-18
BA.2.3,Omicron (BA.2-like),2022-05-18
BA.2.3.11,Omicron (BA.2-like),2022-05-18
XAT,Omicron (BA.2-like),2022-05-18
BA.2.3.1,Omicron (BA.2-like),2022-05-18
BA.2.3,Omicron (BA.2-like),2022-05-18
BA.2,Omicron (BA.2-like),2022-05-18
BA.2.3,Omicron (BA.2-like),2022-05-18
BA.2.3,Omicron (BA.2-like),2022-05-19
BA.2,Omicron (BA.2-like),2022-05-19
BA.2.24,Omicron (BA.2-like),2022-05-20
BA.2.3.18,Omicron (BA.2-like),2022-05-20
BA.2.3.13,Omicron (BA.2-like),2022-05-20
BA.2.3,Omicron (BA.2-like),2022-05-20
BA.2.3.13,Omicron (BA.2-like),2022-05-20
BA.2.3.13,Omicron (BA.2-like),2022-05-20
BA.2.29,Omicron (BA.2-like),2022-05-20
BA.2.3.13,Omicron (BA.2-like),2022-05-20
BA.2.24,Omicron (BA.2-like),2022-05-21
BA.2.12.1,Omicron (BA.2-like),2022-05-21
BA.2.3,Omicron (BA.2-like),2022-05-21
BA.2.3,Omicron (BA.2-like),2022-05-22
BA.2.29,Omicron (BA.2-like),2022-05-22
BA.2.3,Omicron (BA.2-like),2022-05-22
BA.2.3.11,Omicron (BA.2-like),2022-05-22
BA.2.3.13,Omicron (BA.2-like),2022-05-23
BA.2.3,Omicron (BA.2-like),2022-05-23
BA.2.3.1,Omicron (BA.2-like),2022-05-23
BA.2.3,Omicron (BA.2-like),2022-05-23
BA.2.10.2,Omicron (BA.2-like),2022-05-23
BA.2.24,Omicron (BA.2-like),2022-05-23
BA.2.3,Omicron (BA.2-like),2022-05-24
BA.2.3.1,Omicron (BA.2-like),2022-05-24
BA.2,Omicron (BA.2-like),2022-05-24
BA.2.56,Omicron (BA.2-like),2022-05-25
BA.2.3,Omicron (BA.2-like),2022-05-25
BA.2.10.2,Omicron (BA.2-like),2022-05-25
BA.2.3.13,Omicron (BA.2-like),2022-05-25
BA.2,Omicron (BA.2-like),2022-05-25
BA.2.3,Omicron (BA.2-like),2022-05-25
BA.2.29,Omicron (BA.2-like),2022-05-26
BA.2.3.1,Omicron (BA.2-like),2022-05-26
BA.2.3,Omicron (BA.2-like),2022-05-27
BA.2.3,Omicron (BA.2-like),2022-05-27
BA.2,Omicron (BA.2-like),2022-05-27
BA.2.3,Omicron (BA.2-like),2022-05-27
BA.2.3.1,Omicron (BA.2-like),2022-05-27
BA.2.3.13,Omicron (BA.2-like),2022-05-27
BA.2.3.1,Omicron (BA.2-like),2022-05-28
BA.2.29,Omicron (BA.2-like),2022-05-29
BA.2.3.1,Omicron (BA.2-like),2022-05-29
BA.2.3.13,Omicron (BA.2-like),2022-05-29
BA.2.3.13,Omicron (BA.2-like),2022-05-29
BA.2.3.13,Omicron (BA.2-like),2022-05-29
BA.2.3.13,Omicron (BA.2-like),2022-05-30
BA.2.24,Omicron (BA.2-like),2022-05-30
BA.2.29,Omicron (BA.2-like),2022-05-31
BA.2.3,Omicron (BA.2-like),2022-05-31
BA.2,Omicron (BA.2-like),2022-06-01
BA.2.24,Omicron (BA.2-like),2022-06-01
BA.2.10,Omicron (BA.2-like),2022-06-02
BA.2.3.13,Omicron (BA.2-like),2022-06-02
BA.2.3.13,Omicron (BA.2-like),2022-06-03
BA.2.29,Omicron (BA.2-like),2022-06-04
BA.2.29,Omicron (BA.2-like),2022-06-05
BA.2.3.13,Omicron (BA.2-like),2022-06-05
BA.2.85,Omicron (BA.2-like),2022-06-06
BA.2.24,Omicron (BA.2-like),2022-06-06
BA.2.24,Omicron (BA.2-like),2022-06-06
BA.2,Omicron (BA.2-like),2022-06-06
BA.2.3.11,Omicron (BA.2-like),2022-06-08
BA.2.12.1,Omicron (BA.2-like),2022-06-08
BA.2.3,Omicron (BA.2-like),2022-06-09
BA.2.24,Omicron (BA.2-like),2022-06-09
BA.2.3.1,Omicron (BA.2-like),2022-06-10
BA.2.3.13,Omicron (BA.2-like),2022-06-10
BA.2.29,Omicron (BA.2-like),2022-06-12
BA.2.29,Omicron (BA.2-like),2022-06-12
BA.2.24,Omicron (BA.2-like),2022-06-12
BA.5.5,Omicron (BA.5-like),2022-06-13
BA.5.5,Omicron (BA.5-like),2022-06-13
BA.5.5,Omicron (BA.5-like),2022-06-13
BA.2.10,Omicron (BA.2-like),2022-06-14
BA.2.24,Omicron (BA.2-like),2022-06-14
BA.2,Omicron (BA.2-like),2022-06-14
BA.2,Omicron (BA.2-like),2022-06-16
BA.2.3.1,Omicron (BA.2-like),2022-06-16
BA.2.24,Omicron (BA.2-like),2022-06-17
BA.2.24,Omicron (BA.2-like),2022-06-19
BA.5.2,Omicron (BA.5-like),2022-06-20
BA.2.3,Omicron (BA.2-like),2022-06-21
BA.2.10,Omicron (BA.2-like),2022-06-22
BA.2.24,Omicron (BA.2-like),2022-06-22
BA.2.3,Omicron (BA.2-like),2022-06-22
BA.2.10.2,Omicron (BA.2-like),2022-06-22
BA.2.24,Omicron (BA.2-like),2022-06-22
BA.2.3.13,Omicron (BA.2-like),2022-06-23
BA.2.18,Omicron (BA.2-like),2022-06-23
BA.2.24,Omicron (BA.2-like),2022-06-24
BA.2.3.11,Omicron (BA.2-like),2022-06-27
BA.2.3.13,Omicron (BA.2-like),2022-06-28
BA.5.2.1,Omicron (BA.5-like),2022-06-30
BA.2,Omicron (BA.2-like),2022-06-30
BA.2.3.13,Omicron (BA.2-like),2022-07-01
BA.5.2,Omicron (BA.5-like),2022-07-01
BA.2.18,Omicron (BA.2-like),2022-07-01
BA.2.3.2,Omicron (BA.2-like),2022-07-02
BA.5.2,Omicron (BA.5-like),2022-07-03
BA.5.2,Omicron (BA.5-like),2022-07-03
BA.2.12.1,Omicron (BA.2-like),2022-07-04
BA.2.56,Omicron (BA.2-like),2022-07-04
BA.2.18,Omicron (BA.2-like),2022-07-05
BA.4.1,Omicron (BA.4-like),2022-07-05
BA.2.75.1,Omicron (BA.2-like),2022-07-05
BG.5,Omicron (BA.2-like),2022-07-05
BF.21,Omicron (BA.5-like),2022-07-05
BA.5.2,Omicron (BA.5-like),2022-07-06
BA.2,Omicron (BA.2-like),2022-07-07
BF.5,Omicron (BA.5-like),2022-07-07
BA.2.18,Omicron (BA.2-like),2022-07-07
BA.2.3.13,Omicron (BA.2-like),2022-07-07
BA.5.1.23,Omicron (BA.5-like),2022-07-08
BA.5.9,Omicron (BA.5-like),2022-07-08
BF.21,Omicron (BA.5-like),2022-07-08
BA.5.2,Omicron (BA.5-like),2022-07-09
BA.2.3,Omicron (BA.2-like),2022-07-09
BA.2.24,Omicron (BA.2-like),2022-07-09
BA.2.10.2,Omicron (BA.2-like),2022-07-09
BA.2.10,Omicron (BA.2-like),2022-07-09
BA.2,Omicron (BA.2-like),2022-07-09
BF.5,Omicron (BA.5-like),2022-07-09
BA.2.3.11,Omicron (BA.2-like),2022-07-10
BA.2.3,Omicron (BA.2-like),2022-07-10
BA.5.2,Omicron (BA.5-like),2022-07-10
BA.2.10.2,Omicron (BA.2-like),2022-07-10
BA.5.2,Omicron (BA.5-like),2022-07-10
BA.2.3,Omicron (BA.2-like),2022-07-10
BA.5.2.12,Omicron (BA.5-like),2022-07-11
BA.2.18,Omicron (BA.2-like),2022-07-11
BA.2.3,Omicron (BA.2-like),2022-07-11
BA.2.18,Omicron (BA.2-like),2022-07-11
BA.5.2.1,Omicron (BA.5-like),2022-07-12
BA.5.2.12,Omicron (BA.5-like),2022-07-12
BA.5,Omicron (BA.5-like),2022-07-12
BA.2.12.1,Omicron (BA.2-like),2022-07-12
BA.2.3,Omicron (BA.2-like),2022-07-12
BA.2.29,Omicron (BA.2-like),2022-07-12
BA.2.10.2,Omicron (BA.2-like),2022-07-12
BA.2.3,Omicron (BA.2-like),2022-07-12
BA.5.2,Omicron (BA.5-like),2022-07-12
BA.2.10.2,Omicron (BA.2-like),2022-07-12
BE.1.1,Omicron (BA.5-like),2022-07-12
BF.21,Omicron (BA.5-like),2022-07-13
BA.2.10.2,Omicron (BA.2-like),2022-07-13
BA.5.2.12,Omicron (BA.5-like),2022-07-13
BA.2.3,Omicron (BA.2-like),2022-07-13
BA.5.2.1,Omicron (BA.5-like),2022-07-13
BA.2.3,Omicron (BA.2-like),2022-07-14
BF.12,Omicron (BA.5-like),2022-07-14
BA.5.2.1,Omicron (BA.5-like),2022-07-14
BA.2.18,Omicron (BA.2-like),2022-07-14
BA.2.3.13,Omicron (BA.2-like),2022-07-14
BA.2.3,Omicron (BA.2-like),2022-07-14
BA.2,Omicron (BA.2-like),2022-07-14
BA.2.10.1,Omicron (BA.2-like),2022-07-14
BA.2.10.1,Omicron (BA.2-like),2022-07-14
BA.2.10.1,Omicron (BA.2-like),2022-07-14
BA.2.10.1,Omicron (BA.2-like),2022-07-14
BA.5.2.1,Omicron (BA.5-like),2022-07-14
BA.5.2.1,Omicron (BA.5-like),2022-07-15
BA.5.2.12,Omicron (BA.5-like),2022-07-15
BA.5.2,Omicron (BA.5-like),2022-07-15
BA.5.2.1,Omicron (BA.5-like),2022-07-15
BA.2.18,Omicron (BA.2-like),2022-07-16
BA.5.2.1,Omicron (BA.5-like),2022-07-16
BA.5.2,Omicron (BA.5-like),2022-07-16
BA.2.3,Omicron (BA.2-like),2022-07-16
BA.5.2.1,Omicron (BA.5-like),2022-07-16
BA.5.6,Omicron (BA.5-like),2022-07-16
BA.5.2.1,Omicron (BA.5-like),2022-07-16
BA.2.10,Omicron (BA.2-like),2022-07-16
BA.5.2.55,Omicron (BA.5-like),2022-07-16
BA.5.2,Omicron (BA.5-like),2022-07-16
BA.2.75.1,Omicron (BA.2-like),2022-07-16
BA.2.3.1,Omicron (BA.2-like),2022-07-16
BF.5,Omicron (BA.5-like),2022-07-16
BF.5,Omicron (BA.5-like),2022-07-17
BF.1,Omicron (BA.5-like),2022-07-18
BA.5.2.1,Omicron (BA.5-like),2022-07-18
BA.5.1.22,Omicron (BA.5-like),2022-07-18
BE.1.1,Omicron (BA.5-like),2022-07-19
BA.2,Omicron (BA.2-like),2022-07-19
BA.2,Omicron (BA.2-like),2022-07-19
BA.2.18,Omicron (BA.2-like),2022-07-19
BE.1.1,Omicron (BA.5-like),2022-07-19
BA.5.2,Omicron (BA.5-like),2022-07-19
BA.2.24,Omicron (BA.2-like),2022-07-19
BA.5.2,Omicron (BA.5-like),2022-07-19
BA.5.2,Omicron (BA.5-like),2022-07-19
BF.5,Omicron (BA.5-like),2022-07-19
BA.2.18,Omicron (BA.2-like),2022-07-19
BF.5,Omicron (BA.5-like),2022-07-19
BA.5.2.1,Omicron (BA.5-like),2022-07-20
BA.5.2.1,Omicron (BA.5-like),2022-07-20
BA.2.12.1,Omicron (BA.2-like),2022-07-20
BA.5.2.1,Omicron (BA.5-like),2022-07-20
BA.2,Omicron (BA.2-like),2022-07-20
BF.22,Omicron (BA.5-like),2022-07-20
BA.5.1.22,Omicron (BA.5-like),2022-07-20
BF.1,Omicron (BA.5-like),2022-07-20
BA.5.5,Omicron (BA.5-like),2022-07-20
BA.5.2.27,Omicron (BA.5-like),2022-07-20
BA.5.2,Omicron (BA.5-like),2022-07-20
BA.2.18,Omicron (BA.2-like),2022-07-20
BA.5.2.1,Omicron (BA.5-like),2022-07-20
BA.5.2,Omicron (BA.5-like),2022-07-20
BA.5.2,Omicron (BA.5-like),2022-07-20
XAZ,Omicron (BA.5-like),2022-07-20
BA.5.2,Omicron (BA.5-like),2022-07-20
BA.5.6,Omicron (BA.5-like),2022-07-20
BA.2.10.2,Omicron (BA.2-like),2022-07-20
BA.4.1,Omicron (BA.4-like),2022-07-20
BA.5.2,Omicron (BA.5-like),2022-07-20
BA.2,Omicron (BA.2-like),2022-07-20
BA.5.1,Omicron (BA.5-like),2022-07-21
BF.5,Omicron (BA.5-like),2022-07-21
BA.5.2,Omicron (BA.5-like),2022-07-21
BF.5,Omicron (BA.5-like),2022-07-21
BA.5.3.1,Omicron (BA.5-like),2022-07-21
BA.5.2.1,Omicron (BA.5-like),2022-07-21
BA.5.2,Omicron (BA.5-like),2022-07-21
BE.1,Omicron (BA.5-like),2022-07-21
BA.5.2.1,Omicron (BA.5-like),2022-07-21
BA.4.1,Omicron (BA.4-like),2022-07-21
BA.5.2.1,Omicron (BA.5-like),2022-07-21
BA.5.2,Omicron (BA.5-like),2022-07-21
BA.5.2.1,Omicron (BA.5-like),2022-07-21
BA.5.2.1,Omicron (BA.5-like),2022-07-21
BE.1.1,Omicron (BA.5-like),2022-07-21
BA.2.3,Omicron (BA.2-like),2022-07-21
BA.5.2,Omicron (BA.5-like),2022-07-21
BA.2.10.2,Omicron (BA.2-like),2022-07-21
BA.5.2,Omicron (BA.5-like),2022-07-21
BA.5.2,Omicron (BA.5-like),2022-07-21
BA.2.18,Omicron (BA.2-like),2022-07-21
BA.5.1,Omicron (BA.5-like),2022-07-21
BA.2.24,Omicron (BA.2-like),2022-07-21
BA.2.24,Omicron (BA.2-like),2022-07-21
BA.2.24,Omicron (BA.2-like),2022-07-21
BA.5.2,Omicron (BA.5-like),2022-07-22
XAZ,Omicron (BA.5-like),2022-07-22
BA.5.2.1,Omicron (BA.5-like),2022-07-22
BA.5.2,Omicron (BA.5-like),2022-07-22
BF.22,Omicron (BA.5-like),2022-07-22
BA.5.3,Omicron (BA.5-like),2022-07-22
BA.5.2.1,Omicron (BA.5-like),2022-07-22
BA.5.2.1,Omicron (BA.5-like),2022-07-22
BA.5.1.30,Omicron (BA.5-like),2022-07-22
BF.5,Omicron (BA.5-like),2022-07-22
BA.2,Omicron (BA.2-like),2022-07-22
BA.5.2,Omicron (BA.5-like),2022-07-22
BA.5.2.1,Omicron (BA.5-like),2022-07-23
BF.5,Omicron (BA.5-like),2022-07-23
BA.5.2.1,Omicron (BA.5-like),2022-07-23
BF.21,Omicron (BA.5-like),2022-07-23
BA.5.2.1,Omicron (BA.5-like),2022-07-23
BA.5.2.1,Omicron (BA.5-like),2022-07-23
BA.5.2,Omicron (BA.5-like),2022-07-23
BA.2.18,Omicron (BA.2-like),2022-07-23
BA.5.2.1,Omicron (BA.5-like),2022-07-24
BA.5.2.1,Omicron (BA.5-like),2022-07-24
BA.5.2,Omicron (BA.5-like),2022-07-24
BF.21,Omicron (BA.5-like),2022-07-24
BA.5.2.20,Omicron (BA.5-like),2022-07-24
BA.5.2.12,Omicron (BA.5-like),2022-07-24
BA.2.3.1,Omicron (BA.2-like),2022-07-24
BA.5.2,Omicron (BA.5-like),2022-07-24
BA.5.2.12,Omicron (BA.5-like),2022-07-24
BA.5.2,Omicron (BA.5-like),2022-07-24
BF.5,Omicron (BA.5-like),2022-07-24
BA.5.2.1,Omicron (BA.5-like),2022-07-24
BA.5.2,Omicron (BA.5-like),2022-07-24
BA.5.2,Omicron (BA.5-like),2022-07-24
BA.5.2.1,Omicron (BA.5-like),2022-07-24
XAZ,Omicron (BA.5-like),2022-07-24
BA.5.1,Omicron (BA.5-like),2022-07-24
BA.2.3.13,Omicron (BA.2-like),2022-07-24
BG.5,Omicron (BA.2-like),2022-07-24
BG.5,Omicron (BA.2-like),2022-07-24
BA.5.1,Omicron (BA.5-like),2022-07-24
BA.5.2,Omicron (BA.5-like),2022-07-25
